,river,creek,wwtp,setting,controlled
01_25_2007_13,196.39707104892545,117.37989069107132,15245.676259402479,102.98509999999999,693.6534665134484
02_04_2007_10,1.377382765415764,0.0,11107.853269752064,54.31269999999999,275.6043484950271
02_08_2007_07,4321.856252787619,390.0870566272329,11901.10640917494,99.2027,718.000663537604
02_10_2007_02,470.9410252099263,0.005850169489865591,14102.56964925462,80.2696,305.76699493243
02_21_2007_13,0.18759002510912595,0.0,15112.382269191668,77.62049999999999,340.95582574013815
02_24_2007_17,0.439524838913462,0.0,11962.259559260818,63.284099999999995,255.53087695236442
02_28_2007_12,1156.4266297791064,28.144184644619177,14299.451109384843,79.26939999999999,511.7936672744502
03_19_2007_14,0.0,0.0,18150.245381600078,94.85469999999998,278.8692954117546
04_04_2007_12,4910.917769154401,2040.916975085111,5489.723160681301,48.912099999999995,313.6688653296112
04_05_2007_09,0.7999895780607107,0.0,10852.158813981641,68.3571,408.4352667868259
04_10_2007_02,0.0,0.0,9533.98032460386,54.3884,225.63873124573792
04_27_2007_11,0.0,0.0,18360.957755141528,133.31769999999997,350.4799763701232
04_29_2007_02,0.0,0.0,10971.367154810787,78.10989999999998,346.0143239162019
05_10_2007_22,239.38005803402896,32.24217770233293,11193.218209912973,86.2929,396.34004014529114
05_22_2007_05,6370.428139641843,786.3592738196576,11588.820728585792,95.0869,545.957216597217
06_12_2007_23,0.009467965348317094,0.0,6692.11319408543,44.107699999999994,197.33962885565626
07_18_2007_12,6400.673291532028,2057.104987389402,4716.107421094343,39.6749,309.75320843422486
07_23_2007_19,534.5710910769881,168.78417158824945,11537.784424291754,78.4533,517.4937753570189
07_25_2007_01,5297.37048623213,813.924646833602,9376.243653426209,82.8305,585.9735792635624
07_27_2007_22,0.0,0.0,6917.04213530012,44.387299999999996,145.32690608878045
07_31_2007_00,5446.948144860368,230.92905984503196,18753.961391509434,173.8875,765.7602246386097
08_15_2007_13,497.52952888669523,51.250419533159274,4926.909566929477,28.7181,165.52371573813213
08_22_2007_08,38.235846357646786,93.83977331721556,4115.362031059058,29.176099999999995,172.8153801944021
08_22_2007_21,685.9130711819399,2059.6555115914157,3834.179913315547,33.7865,234.90082062842316
08_30_2007_03,87.66473591157128,0.0,10913.552214393909,58.71869999999999,267.5699372070005
08_30_2007_21,1362.7330278910117,735.4105428309007,10076.551188190497,75.9437,488.20860815452625
09_26_2007_12,8737.893110179968,249.9035845191125,2613.010062646251,22.1083,163.89153888147402
11_12_2007_20,2.239474903023554,0.0,9467.735894415848,44.82289999999999,206.3882870489193
11_13_2007_14,3107.4342014327563,752.690039200706,3918.2878681612938,31.4523,211.2888377255207
11_16_2007_03,668.4062137360056,0.0,6758.98759698606,38.31559999999999,187.09443886736494
11_17_2007_20,651.2561403570152,356.95865164332525,13329.385930495184,77.7087,431.0866448033048
11_19_2007_15,0.272944395659889,0.0,12073.380197121927,66.50969999999998,201.5796288411313
12_11_2007_21,0.9028091245189462,0.0,5233.438940746421,37.272299999999994,181.50270210225403
12_13_2007_10,0.0,0.0,9224.996026742392,54.00429999999999,246.4945499622807
12_17_2007_20,252.73920064174774,459.2700998416091,4005.1359900235943,32.9601,204.35982527133763
12_24_2007_21,370.5412992576947,2.8054227013823745,6846.313389831133,47.264700000000005,319.52044421629097
12_27_2007_17,5274.780413195565,1252.5173786017424,8003.61296645865,66.8685,462.81467248856666
